ID Easting Northing Altitude Retro Angle Distance UTC Long Lat Pic
2191941.0 735374.158 3752248.774 285.509 0.835 -0.0038299999999999996 13.729000000000001 69060.57881 -84.454985031 33.884351116 334
2191942.0 735374.159 3752248.764 285.368 0.843 -0.014119999999999999 13.722000000000001 69060.57885 -84.454985024 33.88435102 334
2191943.0 735374.158 3752248.764 285.227 0.827 -0.0244 13.728 69060.57888 -84.454985031 33.884351027 334
2191944.0 735374.157 3752248.765 285.085 0.843 -0.03468 13.735999999999999 69060.57891 -84.45498504 33.884351036999995 334
2191945.0 735374.156 3752248.768 284.943 0.847 -0.044969999999999996 13.747 69060.57893999999 -84.45498505 33.884351062 334
2192018.0 735374.069 3752248.727 285.793 0.824 0.016730000000000002 13.457 69060.59207 -84.454986009 33.884350709 334
2192019.0 735374.07 3752248.716 285.655 0.843 0.00645 13.447000000000001 69060.5921 -84.45498600100001 33.884350612 334
2192020.0 735374.068 3752248.725 285.516 0.847 -0.0038299999999999996 13.458 69060.59214 -84.45498602 33.884350691 334
2192021.0 735374.07 3752248.707 285.379 0.855 -0.014119999999999999 13.444 69060.59217 -84.454986002 33.884350532 334
2192022.0 735374.068 3752248.712 285.24 0.812 -0.0244 13.454 69060.5922 -84.454986015 33.884350575 334
2192023.0 735374.067 3752248.714 285.101 0.847 -0.03468 13.463 69060.59224 -84.454986025 33.884350598000005 334
2192024.0 735374.067 3752248.715 284.963 0.851 -0.04496 13.472000000000001 69060.59227000001 -84.454986032 33.884350606 334
2192097.0 735373.975 3752248.679 285.797 0.824 0.01683 13.183 69060.60539 -84.454987038 33.884350299 334
2192098.0 735373.973 3752248.685 285.661 0.835 0.00655 13.19 69060.60542 -84.45498705199999 33.884350355 334
2192099.0 735373.977 3752248.653 285.526 0.831 -0.00373 13.16 69060.60545 -84.454987015 33.884350065999996 334
2192100.0 735373.975 3752248.667 285.391 0.843 -0.01401 13.177 69060.60549 -84.45498704 33.884350188 334
2192101.0 735373.974 3752248.666 285.255 0.839 -0.0243 13.181 69060.60552000001 -84.454987045 33.884350179 334
2192102.0 735373.974 3752248.666 285.119 0.851 -0.03458 13.187999999999999 69060.60555 -84.454987051 33.884350184 334
2192103.0 735373.973 3752248.668 284.983 0.851 -0.044860000000000004 13.198 69060.60557999999 -84.45498706 33.884350203000004 334
2192176.0 735373.874 3752248.64 285.799 0.831 0.016730000000000002 12.911 69060.6187 -84.454988135 33.884349971999995 334
2192177.0 735373.875 3752248.632 285.666 0.843 0.00645 12.904000000000002 69060.61873 -84.45498813 33.884349902 334
2192178.0 735373.874 3752248.636 285.533 0.851 -0.0038299999999999996 12.91 69060.61876 -84.45498814 33.884349936 334
2192179.0 735373.874 3752248.629 285.401 0.827 -0.014119999999999999 12.905999999999999 69060.6188 -84.454988137 33.884349871 334
2192180.0 735373.87 3752248.651 285.267 0.824 -0.0244 12.933 69060.61882999999 -84.45498817100001 33.884350068 334
2192181.0 735373.873 3752248.632 285.135 0.855 -0.03468 12.92 69060.61886 -84.45498815100001 33.884349895999996 334
2192182.0 735373.871 3752248.638 285.001 0.847 -0.04496 12.934000000000001 69060.6189 -84.454988166 33.884349955 334
2192183.0 735373.871 3752248.635 284.868 0.855 -0.05524 12.94 69060.61893 -84.454988168 33.884349928 334
2192255.0 735373.775 3752248.594 285.802 0.827 0.016730000000000002 12.630999999999998 69060.63202 -84.45498922 33.884349574 334
2192256.0 735373.774 3752248.598 285.672 0.831 0.00645 12.636 69060.63205 -84.454989231 33.884349612 334
2192257.0 735373.774 3752248.592 285.542 0.859 -0.0038299999999999996 12.632 69060.63208 -84.454989228 33.884349558000004 334
2192258.0 735373.773 3752248.596 285.412 0.851 -0.014119999999999999 12.64 69060.63212000001 -84.45498924 33.884349601 334
2192259.0 735373.772 3752248.598 285.282 0.827 -0.0244 12.645999999999999 69060.63215 -84.454989247 33.884349612 334
2192260.0 735373.771 3752248.599 285.151 0.843 -0.03468 12.652999999999999 69060.63218 -84.45498925300001 33.88434962 334
2192261.0 735373.771 3752248.601 285.021 0.843 -0.04496 12.663 69060.63222 -84.454989262 33.884349644000004 334
2192262.0 735373.77 3752248.604 284.89 0.855 -0.05524 12.675 69060.63225 -84.454989271 33.884349673 334
2192333.0 735373.672 3752248.569 285.806 0.804 0.01683 12.373 69060.64534 -84.454990335 33.884349373 334
2192334.0 735373.674 3752248.551 285.679 0.824 0.00655 12.356 69060.64537 -84.454990316 33.884349215 334
2192335.0 735373.675 3752248.544 285.552 0.847 -0.00373 12.350999999999999 69060.6454 -84.454990311 33.884349153 334
2192336.0 735373.671 3752248.567 285.424 0.816 -0.01401 12.377 69060.64544 -84.45499034699999 33.884349358 334
2192337.0 735373.668 3752248.585 285.296 0.855 -0.02429 12.4 69060.64547 -84.454990376 33.884349522 334
